STT,Mã kiểm tra,Trạng thái,Số lượng HS tìm thấy,Đánh giá trùng lặp,Tóm tắt đối chiếu,Ký hiệu hồ sơ (HS 1),Mã hệ thống (HS 1),Tiêu đề hồ sơ (HS 1),Năm (HS 1),Thời hạn bảo quản (HS 1),Link chi tiết (HS 1),Nội dung chi tiết tất cả hồ sơ quét được,Ghi chú / Lỗi
106,"H31.05.02.H31.09.2012.386",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.386","H31.09.2012.002342","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 185 - 249)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2342/index.aspx?am=0,1,2&rf=639253255261631761","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.386 | Mã HT: H31.09.2012.002342 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 185 - 249) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.386 | Mã HT: H31.09.2012.002519 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 185 - 249) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.386 | Mã HT: H31.09.2012.002696 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 185 - 249) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.386 | Mã HT: H31.09.2012.005675 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 185 - 249) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.386 | Mã HT: H31.09.2012.008654 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 185 - 249)",""
107,"H31.05.02.H31.09.2012.387",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.387","H31.09.2012.002343","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 112)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2343/index.aspx?am=0,1,2&rf=639253255269600879","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.387 | Mã HT: H31.09.2012.002343 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 112) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.387 | Mã HT: H31.09.2012.002520 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 112) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.387 | Mã HT: H31.09.2012.002697 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 112) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.387 | Mã HT: H31.09.2012.005676 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 112) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.387 | Mã HT: H31.09.2012.008655 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 112)",""
108,"H31.05.02.H31.09.2012.388",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.388","H31.09.2012.002344","Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 113-228)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2344/index.aspx?am=0,1,2&rf=639253255276945053","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.388 | Mã HT: H31.09.2012.002344 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 113-228) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.388 | Mã HT: H31.09.2012.002521 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 113-228) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.388 | Mã HT: H31.09.2012.002698 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 113-228) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.388 | Mã HT: H31.09.2012.005677 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 113-228) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.388 | Mã HT: H31.09.2012.008656 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 113-228)",""
109,"H31.05.02.H31.09.2012.389",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.389","H31.09.2012.002345","Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 229 - 347)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2345/index.aspx?am=0,1,2&rf=639253255284600983","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.389 | Mã HT: H31.09.2012.002345 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 229 - 347) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.389 | Mã HT: H31.09.2012.002522 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 229 - 347) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.389 | Mã HT: H31.09.2012.002699 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 229 - 347) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.389 | Mã HT: H31.09.2012.005678 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 229 - 347) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.389 | Mã HT: H31.09.2012.008657 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 229 - 347)",""
110,"H31.05.02.H31.09.2012.390",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.390","H31.09.2012.002346","Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 348-391)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2346/index.aspx?am=0,1,2&rf=639253255292414162","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.390 | Mã HT: H31.09.2012.002346 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 348-391) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.390 | Mã HT: H31.09.2012.002523 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 348-391) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.390 | Mã HT: H31.09.2012.002700 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 348-391) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.390 | Mã HT: H31.09.2012.005679 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 348-391) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.390 | Mã HT: H31.09.2012.008658 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 348-391)",""
111,"H31.05.02.H31.09.2012.391",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.391","H31.09.2012.002347","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 392-574)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2347/index.aspx?am=0,1,2&rf=639253255300226491","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.391 | Mã HT: H31.09.2012.002347 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 392-574) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.391 | Mã HT: H31.09.2012.002524 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 392-574) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.391 | Mã HT: H31.09.2012.002701 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 392-574) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.391 | Mã HT: H31.09.2012.005680 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 392-574) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.391 | Mã HT: H31.09.2012.008659 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 392-574)",""
112,"H31.05.02.H31.09.2012.392",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.392","H31.09.2012.002348","Tập lưu chứng chỉ Quy hoạch của Sở Xây dựng tỉnh Hưng Yên năm 2012",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2348/index.aspx?am=0,1,2&rf=639253255307882686","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.392 | Mã HT: H31.09.2012.002348 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu chứng chỉ Quy hoạch của Sở Xây dựng tỉnh Hưng Yên năm 2012 ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.392 | Mã HT: H31.09.2012.002525 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu chứng chỉ Quy hoạch của Sở Xây dựng tỉnh Hưng Yên năm 2012 ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.392 | Mã HT: H31.09.2012.002702 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu chứng chỉ Quy hoạch của Sở Xây dựng tỉnh Hưng Yên năm 2012 ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.392 | Mã HT: H31.09.2012.005681 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu chứng chỉ Quy hoạch của Sở Xây dựng tỉnh Hưng Yên năm 2012 ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.392 | Mã HT: H31.09.2012.008660 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu chứng chỉ Quy hoạch của Sở Xây dựng tỉnh Hưng Yên năm 2012",""
113,"H31.05.02.H31.09.2012.393",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.393","H31.09.2012.002349","Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 30)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2349/index.aspx?am=0,1,2&rf=639253255315383363","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.393 | Mã HT: H31.09.2012.002349 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 30) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.393 | Mã HT: H31.09.2012.002526 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 30) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.393 | Mã HT: H31.09.2012.002703 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 30) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.393 | Mã HT: H31.09.2012.005682 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 30) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.393 | Mã HT: H31.09.2012.008661 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Kết quả thẩm định của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 30)",""
114,"H31.05.02.H31.09.2012.394",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.394","H31.09.2012.002350","Tập lưu Giấy phép thầu của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 09).",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2350/index.aspx?am=0,1,2&rf=639253255322727524","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.394 | Mã HT: H31.09.2012.002350 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép thầu của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 09). ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.394 | Mã HT: H31.09.2012.002527 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép thầu của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 09). ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.394 | Mã HT: H31.09.2012.002704 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép thầu của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 09). ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.394 | Mã HT: H31.09.2012.005683 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép thầu của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 09). ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.394 | Mã HT: H31.09.2012.008662 | Năm: 2012 (THBQ: 1) | Tiêu đề: Tập lưu Giấy phép thầu của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 09).",""
115,"H31.05.02.H31.09.2012.395",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2012.395","H31.09.2012.002351","Hồ sơ Tập lưu Giấy phép Xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 37)",2012,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2351/index.aspx?am=0,1,2&rf=639253255330383924","[HS 1] Ký hiệu: H31.05.02.H31.09.2012.395 | Mã HT: H31.09.2012.002351 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Giấy phép Xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 37) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2012.395 | Mã HT: H31.09.2012.002528 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Giấy phép Xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 37) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2012.395 | Mã HT: H31.09.2012.002705 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Giấy phép Xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 37) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2012.395 | Mã HT: H31.09.2012.005684 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Giấy phép Xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 37) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2012.395 | Mã HT: H31.09.2012.008663 | Năm: 2012 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Giấy phép Xây dựng của Sở Xây dựng tỉnh Hưng Yên năm 2012 (từ số 01 - 37)",""
116,"H31.05.02.H31.09.2013.396",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2013.396","H31.09.2013.002352","Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 85)",2013,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2352/index.aspx?am=0,1,2&rf=639253255338664619","[HS 1] Ký hiệu: H31.05.02.H31.09.2013.396 | Mã HT: H31.09.2013.002352 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 85) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2013.396 | Mã HT: H31.09.2013.002529 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 85) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2013.396 | Mã HT: H31.09.2013.002706 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 85) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2013.396 | Mã HT: H31.09.2013.005685 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 85) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2013.396 | Mã HT: H31.09.2013.008664 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 85)",""
117,"H31.05.02.H31.09.2013.397",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2013.397","H31.09.2013.002353","Tập lưu quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 86 - 129).",2013,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2353/index.aspx?am=0,1,2&rf=639253255346477706","[HS 1] Ký hiệu: H31.05.02.H31.09.2013.397 | Mã HT: H31.09.2013.002353 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 86 - 129). ; [HS 2] Ký hiệu: H31.05.02.H31.09.2013.397 | Mã HT: H31.09.2013.002530 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 86 - 129). ; [HS 3] Ký hiệu: H31.05.02.H31.09.2013.397 | Mã HT: H31.09.2013.002707 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 86 - 129). ; [HS 4] Ký hiệu: H31.05.02.H31.09.2013.397 | Mã HT: H31.09.2013.005686 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 86 - 129). ; [HS 5] Ký hiệu: H31.05.02.H31.09.2013.397 | Mã HT: H31.09.2013.008665 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu quyết định của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 86 - 129).",""
118,"H31.05.02.H31.09.2013.398",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2013.398","H31.09.2013.002354","Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 48)",2013,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2354/index.aspx?am=0,1,2&rf=639253255353821711","[HS 1] Ký hiệu: H31.05.02.H31.09.2013.398 | Mã HT: H31.09.2013.002354 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 48) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2013.398 | Mã HT: H31.09.2013.002531 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 48) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2013.398 | Mã HT: H31.09.2013.002708 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 48) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2013.398 | Mã HT: H31.09.2013.005687 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 48) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2013.398 | Mã HT: H31.09.2013.008666 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 01 - 48)",""
119,"H31.05.02.H31.09.2013.399",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2013.399","H31.09.2013.002355","Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 49-101)",2013,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2355/index.aspx?am=0,1,2&rf=639253255361633926","[HS 1] Ký hiệu: H31.05.02.H31.09.2013.399 | Mã HT: H31.09.2013.002355 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 49-101) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2013.399 | Mã HT: H31.09.2013.002532 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 49-101) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2013.399 | Mã HT: H31.09.2013.002709 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 49-101) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2013.399 | Mã HT: H31.09.2013.005688 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 49-101) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2013.399 | Mã HT: H31.09.2013.008667 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 49-101)",""
120,"H31.05.02.H31.09.2013.400",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2013.400","H31.09.2013.002356","Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 102 - 129)",2013,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2356/index.aspx?am=0,1,2&rf=639253255369290310","[HS 1] Ký hiệu: H31.05.02.H31.09.2013.400 | Mã HT: H31.09.2013.002356 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 102 - 129) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2013.400 | Mã HT: H31.09.2013.002533 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 102 - 129) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2013.400 | Mã HT: H31.09.2013.002710 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 102 - 129) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2013.400 | Mã HT: H31.09.2013.005689 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 102 - 129) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2013.400 | Mã HT: H31.09.2013.008668 | Năm: 2013 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo của Sở Xây dựng tỉnh Hưng Yên năm 2013 (từ số 102 - 129)",""
